movieId,imdbId,tmdbId,mediaType,imdb_ratingCount,imdb_bestRating,imdb_worstRating,imdb_averageRating,contentRating,smallLensRatingCount,smallLensRatingAvg,title,genres,smallLensTagCount,releaseYear,releaseMonth
34532,tt0397101,9913,"","","","","","",4,3.0,skeleton key  the (2005),drama|horror|mystery|thriller,"","",""
34534,tt0430105,8292,movie,154145,10,1,6.8,r,7,3.57,four brothers (2005),action|crime|drama,"",2005,07
34536,tt0326905,13922,movie,23792,10,1,6.6,r,3,3.17,the great raid (2005),action|drama|war,"",2005,08
34540,tt0381505,14166,movie,10737,10,1,6.4,r,1,3.0,pretty persuasion (2005),comedy|drama,"",2006,05
34542,tt0427312,501,movie,60332,10,1,7.8,r,5,3.7,grizzly man (2005),documentary,2,2005,09
34800,tt0089839,17824,"","","","","","",1,1.5,private resort (1985),comedy,"","",""
34811,tt0396184,11328,movie,24248,10,1,7.3,not rated,1,2.5,pusher ii: with blood on my hands (2004),action|crime|drama|thriller,"",2004,12
35015,tt0361715,15907,movie,8506,10,1,7.2,pg,1,3.5,duma (2005),adventure|drama,2,2005,05
35347,tt0047834,11848,movie,18573,10,1,7.2,approved,1,1.0,animal farm (1954),animation|drama,"",1959,06
35807,tt0049830,43313,movie,3696,10,1,6.7,approved,1,4.0,teahouse of the august moon  the (1956),comedy,"","",""
35836,tt0405422,6957,movie,457835,10,1,7.1,r,74,3.55,40-year-old virgin  the (2005),comedy|romance,4,2005,08
35957,tt0421239,11460,movie,132550,10,1,6.5,pg-13,9,3.39,red eye (2005),horror|thriller,"",2005,08
36276,tt0387898,445,movie,83833,10,1,7.3,r,2,2.5,hidden (a.k.a. cache) (caché) (2005),drama|mystery|thriller,"",2006,02
36289,tt0133385,9564,movie,44621,10,1,6.0,not rated,1,4.0,asterix & obelix vs. caesar (astérix et obélix contre césar) (1999),adventure|children|comedy|fantasy,"",2000,07
36363,tt0091341,20874,movie,13454,10,1,7.9,pg-13,2,3.75,kin-dza-dza! (1986),comedy|drama|sci-fi,"",1986,12
36397,tt0361089,14175,movie,24048,10,1,5.5,g,1,1.5,valiant (2005),adventure|animation|children|comedy|fantasy|war,"",2005,08
36401,tt0355295,4442,"","","","","","",20,2.63,brothers grimm  the (2005),comedy|fantasy|horror|thriller,"","",""
36477,tt0401244,13169,movie,4905,10,1,6.5,pg-13,1,4.0,baxter  the (2005),comedy|drama|romance,"",2005,04
36509,tt0402901,9042,movie,40765,10,1,5.1,pg-13,3,2.67,cave  the (2005),action|adventure|horror|mystery|sci-fi|thriller,"",2005,08
36517,tt0387131,1985,"","","","","","",13,3.46,constant gardener  the (2005),drama|thriller,3,"",""
36519,tt0388482,9335,movie,211875,10,1,6.3,r,16,3.22,transporter 2 (2005),action|crime|thriller,"",2005,09
36525,tt0425123,9007,movie,115722,10,1,6.7,pg-13,8,2.69,just like heaven (2005),comedy|fantasy|romance,"",2005,09
36527,tt0377107,9777,movie,45919,10,1,6.7,pg-13,7,3.57,proof (2005),drama,1,2005,10
36529,tt0399295,1830,movie,331559,10,1,7.6,r,35,3.71,lord of war (2005),action|crime|drama|thriller|war,1,2005,09
36533,tt0384286,10092,movie,28244,10,1,5.8,"",2,2.25,cry_wolf (a.k.a. cry wolf) (2005),drama|horror|mystery|thriller,"",2005,09
36535,tt0404030,340,movie,59524,10,1,7.4,pg-13,9,3.78,everything is illuminated (2005),comedy|drama,1,2005,11
36537,tt0318761,1546,movie,21829,10,1,6.5,r,3,3.33,thumbsucker (2005),comedy|drama,"",2005,10
36708,tt0385690,65215,movie,33260,10,1,7.5,tv-ma,12,3.71,family guy presents stewie griffin: the untold story (2005),adventure|animation|comedy,"",2005,09
36850,tt0095403,10753,movie,21916,10,1,7.1,pg-13,2,3.75,police story 2 (ging chaat goo si juk jaap) (1988),action|comedy|crime|thriller,"",1988,08
36931,tt0386005,11636,movie,28531,10,1,6.9,r,1,3.5,new police story (xin jing cha gu shi) (2004),action|crime|drama,"",2004,09
37211,tt0032536,22575,movie,5754,10,1,6.8,passed,1,3.0,go west (1940),comedy|musical|western,"",1940,12
37240,tt0436971,14286,movie,10163,10,1,8.0,pg-13,4,3.5,why we fight (2005),documentary,1,"",""
37380,tt0419706,8814,movie,117525,10,1,5.2,r,10,2.15,doom (2005),action|horror|sci-fi,"",2005,10
37382,tt0421054,9923,movie,68836,10,1,5.9,r,8,2.88,domino (2005),crime|drama|thriller,"",2005,10
37384,tt0348333,7553,movie,103964,10,1,6.7,r,13,3.27,waiting... (2005),comedy,1,2005,10
37386,tt0402022,8202,movie,131667,10,1,5.4,pg-13,21,2.76,aeon flux (2005),action|sci-fi,"",2005,12
37444,tt0087289,3118,movie,381,10,1,4.5,"",1,4.0,frankenstein 90 (1984),comedy|horror|romance,"",1984,08
37475,tt0350261,1947,movie,32697,10,1,7.0,pg-13,1,3.0,unfinished life  an (2005),drama,"",2005,09
37477,tt0399327,9074,movie,26448,10,1,5.5,pg-13,1,2.5,man  the (2005),action|comedy|crime,"",2005,09
37495,tt0430651,16133,movie,10052,10,1,7.5,"",1,3.5,survive style 5+ (2004),fantasy|mystery|romance|thriller,"",2005,04
37545,tt0080149,10319,movie,10295,10,1,7.0,not rated,2,3.25,woyzeck (1979),drama,"",1979,08
37720,tt0404032,8643,"","","","","","",6,2.92,exorcism of emily rose  the (2005),crime|drama|horror|thriller,"","",""
37727,tt0408790,9315,movie,169399,10,1,6.3,pg-13,11,2.86,flightplan (2005),action|drama|thriller,"",2005,09
37729,tt0121164,3933,movie,293082,10,1,7.4,pg,44,3.53,corpse bride (2005),animation|comedy|fantasy|musical|romance,7,2005,09
37731,tt0385002,8923,movie,158999,10,1,7.4,r,9,3.72,green street hooligans (a.k.a. hooligans) (2005),crime|drama,"",2005,09
37733,tt0399146,59,movie,249054,10,1,7.4,r,27,3.5,history of violence  a (2005),action|crime|drama|thriller,1,2005,09
37736,tt0380599,257,movie,33913,10,1,6.8,pg-13,3,3.5,oliver twist (2005),drama,1,2005,09
37739,tt0388980,15487,movie,32819,10,1,7.4,pg,5,3.3,greatest game ever played  the (2005),drama,"",2005,09
37741,tt0379725,398,movie,138566,10,1,7.3,r,23,3.87,capote (2005),crime|drama,1,2006,02
37830,tt0385700,647,movie,57532,10,1,7.2,pg-13,10,3.55,final fantasy vii: advent children (2004),action|adventure|animation|fantasy|sci-fi,"",2005,09
37844,tt0403455,14544,movie,7700,10,1,6.2,pg-13,1,2.0,roll bounce (2005),comedy|drama|romance,"",2005,09
37853,tt0378109,11968,movie,78757,10,1,5.9,pg-13,2,2.5,into the blue (2005),action|adventure|crime|thriller,"",2005,09
37857,tt0366780,14517,movie,23481,10,1,6.7,pg,9,3.61,mirrormask (2005),adventure|children|drama|fantasy,"",2006,03
38038,tt0312004,533,movie,143579,10,1,7.5,g,30,3.63,wallace & gromit in the curse of the were-rabbit (2005),adventure|animation|children|comedy,2,2005,10
38061,tt0373469,5236,movie,234171,10,1,7.5,r,35,4.07,kiss kiss bang bang (2005),comedy|crime|mystery|thriller,7,2005,11
38095,tt0456912,11344,movie,42235,10,1,7.5,not rated,3,4.17,bittersweet life  a (dalkomhan insaeng) (2005),action|crime|drama,"",2005,04
38159,tt0095467,31056,movie,25414,10,1,8.1,not rated,1,4.5,short film about love  a (krótki film o milosci) (1988),drama|romance,"",1995,08
38164,tt0032194,43807,movie,5286,10,1,7.4,approved,1,4.0,all this  and heaven too (1940),drama|romance,"",1940,07
38198,tt0424024,10700,movie,5628,10,1,7.4,"",1,4.0,darwin's nightmare (2004),documentary,"",2005,01
38294,tt0402057,5471,movie,18429,10,1,5.8,r,1,2.5,beowulf & grendel (2005),action|adventure|drama|fantasy,"",2006,03
38304,tt0367555,19082,tvepisode,12026,10,1,8.4,not rated,4,4.63,no direction home: bob dylan (2005),documentary,"",2005,09
38388,tt0380389,9763,movie,65355,10,1,6.7,pg,2,4.25,goal! the dream begins (goal!) (2005),drama,"",2006,05
38583,tt0092240,10017,movie,18551,10,1,5.9,pg-13,1,2.5,wraith  the (1986),action|horror|sci-fi|thriller,"",1986,11
38798,tt0388125,11931,movie,64375,10,1,6.5,pg-13,4,3.13,in her shoes (2005),comedy|drama,1,2005,10
38886,tt0367089,10707,movie,88373,10,1,7.3,r,9,3.44,squid and the whale  the (2005),comedy|drama,1,2005,12
38992,tt0417217,9910,movie,47986,10,1,6.2,r,1,3.5,two for the money (2005),drama,"",2005,10
39183,tt0388795,142,movie,374545,10,1,7.7,r,34,3.56,brokeback mountain (2005),drama|romance,"",2006,01
39231,tt0368709,9621,movie,72067,10,1,6.3,pg-13,4,3.5,elizabethtown (2005),comedy|drama|romance,"",2005,10
39234,tt0395972,9701,movie,44433,10,1,7.3,r,4,3.5,north country (2005),drama,2,2005,10
39292,tt0433383,3291,movie,100476,10,1,7.4,pg,20,3.78,good night  and good luck. (2005),crime|drama,4,2005,11
39307,tt0418647,12920,movie,13861,10,1,6.8,pg,1,2.5,dreamer: inspired by a true story (2005),children|drama,"",2005,10
39381,tt0421238,16608,movie,54402,10,1,7.3,r,8,3.56,proposition  the (2005),crime|drama|western,"",2006,06
39400,tt0432291,791,movie,38792,10,1,3.7,pg-13,5,2.1,fog  the (2005),action|horror|mystery|thriller,"",2005,10
39414,tt0338427,2610,"","","","","","",7,3.0,shopgirl (2005),comedy|drama|romance,"","",""
39427,tt0371257,8066,movie,84227,10,1,6.7,r,4,3.0,stay (2005),thriller,"",2005,10
39435,tt0386140,1656,movie,106207,10,1,5.9,pg,5,2.9,legend of zorro  the (2005),action|adventure|drama|western,"",2005,10
39444,tt0384680,6963,movie,82470,10,1,6.6,r,9,3.39,weather man  the (2005),comedy|drama,"",2005,10
39446,tt0432348,215,movie,271386,10,1,6.6,r,13,2.81,saw ii (2005),horror|thriller,"",2005,10
39449,tt0387514,2313,"","","","","","",5,2.6,prime (2005),comedy|drama|romance,"","",""
39516,tt0330702,16729,movie,8402,10,1,7.0,"",1,4.5,don't move (non ti muovere) (2004),drama,"",2004,03
39715,tt0436058,8274,movie,74699,10,1,5.0,r,7,2.14,american pie presents: band camp (american pie 4: band camp) (2005),comedy,"",2005,12
39801,tt0425661,42000,movie,2616,10,1,6.4,pg-13,2,2.75,great yokai war  the (yôkai daisensô) (2005),adventure|comedy|fantasy|horror,"",2005,08
39869,tt0342735,1951,movie,24756,10,1,7.2,not rated,4,4.13,manderlay (2005),drama,"",2005,06
40148,tt0365686,10851,"","","","","","",7,3.36,revolver (2005),crime|drama|thriller,"","",""
40278,tt0418763,25,movie,202178,10,1,7.0,r,17,3.68,jarhead (2005),action|drama|war,2,2005,11
40339,tt0371606,9982,"","","","","","",7,2.29,chicken little (2005),action|adventure|animation|children|comedy|sci-fi,"","",""
40412,tt0419677,12877,movie,56955,10,1,7.6,not rated,2,4.75,dead man's shoes (2004),crime|thriller,"",2004,10
40414,tt0424205,11661,movie,31144,10,1,7.7,pg-13,5,3.7,joyeux noël (merry christmas) (2005),drama|war,"",2005,11
40478,tt0069005,38761,movie,5354,10,1,4.1,pg,1,2.5,night of the lepus (1972),horror|sci-fi|thriller,"",1972,10
40491,tt0098532,7974,movie,10562,10,1,7.5,not rated,1,5.0,match factory girl  the (tulitikkutehtaan tyttö) (1990),comedy|drama,1,1992,11
40578,tt0200768,46917,movie,3037,10,1,7.5,not rated,1,3.0,sword of the beast (kedamono no ken) (1965),action|drama,"",1965,09
40581,tt0433400,10033,movie,124578,10,1,6.2,pg-13,6,2.92,just friends (2005),comedy|romance,"",2005,11
40583,tt0365737,231,movie,133372,10,1,6.9,r,16,3.53,syriana (2005),drama|thriller,1,2005,12
40597,tt0328132,68098,movie,1837,10,1,6.0,"",1,2.0,one-way ticket to mombasa (menolippu mombasaan) (2002),comedy|drama,"",2002,09
40614,tt0398017,8999,movie,75677,10,1,6.6,r,4,3.25,derailed (2005),drama|thriller,"",2005,11
40617,tt0381966,8555,movie,31332,10,1,5.6,r,1,3.0,creep (2004),horror|thriller,"",2005,01
40629,tt0414387,4348,movie,320079,10,1,7.8,pg,27,3.56,pride & prejudice (2005),drama|romance,1,2005,11
40697,tt0105946,"",tvseries,33832,10,1,8.4,tv-pg,2,2.25,babylon 5,sci-fi,"",1993,02
40723,tt0416315,9885,movie,77041,10,1,6.2,r,4,3.25,wolf creek (2005),crime|horror|thriller,"",2005,12
40732,tt0435625,9392,movie,241265,10,1,7.2,r,11,3.55,descent  the (2005),adventure|drama|horror|thriller,"",2006,08
40815,tt0330373,674,movie,663166,10,1,7.7,pg-13,71,3.82,harry potter and the goblet of fire (2005),adventure|fantasy|thriller|imax,2,2005,11
40819,tt0358273,69,"","","","","","",39,3.76,walk the line (2005),drama|musical|romance,1,"",""
40826,tt0294870,1833,"","","","","","",10,3.15,rent (2005),drama|musical|romance,"","",""
40851,tt0406375,6795,movie,112543,10,1,6.2,pg,4,3.38,zathura (2005),action|adventure|children|fantasy,"",2005,11
40870,tt0401085,11421,movie,33855,10,1,7.9,not rated,2,3.5,c.r.a.z.y. (2005),drama,"",2022,06
40946,tt0422528,16156,movie,5667,10,1,6.5,not rated,2,2.0,sarah silverman: jesus is magic (2005),comedy|musical,"",2005,12
40955,tt0411195,1420,movie,23900,10,1,7.2,r,4,3.88,breakfast on pluto (2005),comedy|drama,1,2006,01
40959,tt0400525,9005,movie,24709,10,1,6.2,r,3,3.67,ice harvest  the (2005),action|comedy|crime|thriller,"",2005,11
40962,tt0443295,13499,movie,29825,10,1,5.5,pg,3,3.33,yours  mine and ours (2005),comedy|romance,"",2005,11
40966,tt0375920,7548,movie,37426,10,1,6.2,r,1,3.5,libertine  the (2004),drama,"",2006,03
41014,tt0065143,20345,movie,23442,10,1,7.1,gp,1,4.0,bird with the crystal plumage  the (uccello dalle piume di cristallo  l') (1970),crime|horror|mystery|thriller,"",1970,06
41285,tt0416320,116,movie,225335,10,1,7.6,r,17,3.44,match point (2005),crime|drama|romance,"",2006,01
41527,tt0445620,67,"","","","","","",2,4.0,paradise now (2005),crime|drama|thriller|war,"","",""
41566,tt0363771,411,movie,418015,10,1,6.9,pg,62,3.44,chronicles of narnia: the lion  the witch and the wardrobe  the (2005),adventure|children|fantasy,1,2005,12
41569,tt0360717,254,movie,439735,10,1,7.2,pg-13,40,3.4,king kong (2005),action|adventure|drama|fantasy|thriller,1,2005,12
41571,tt0397535,1904,"","","","","","",12,3.58,memoirs of a geisha (2005),drama|romance,"","",""
41573,tt0356680,9043,movie,71898,10,1,6.3,pg-13,8,2.88,family stone  the (2005),comedy|drama|romance,"",2005,12
41617,tt0285175,14695,movie,20022,10,1,5.5,r,2,2.75,havoc (2005),crime|drama|romance,"",2005,10
41627,tt0061847,27031,movie,13681,10,1,8.3,not rated,1,3.5,samurai rebellion (jôi-uchi: hairyô tsuma shimatsu) (1967),action|drama,"","",""
41712,tt0202559,22908,movie,6110,10,1,7.6,r,1,4.0,room for romeo brass  a (1999),comedy|drama,"",2000,02
41716,tt0365485,9515,movie,46089,10,1,6.7,r,7,3.21,matador  the (2005),comedy|drama|thriller,"",2006,01
41724,tt0473107,29595,movie,4585,10,1,6.8,not rated,1,4.5,wal-mart: the high cost of low price (2005),documentary,"",2005,11
41769,tt0392465,23478,movie,9215,10,1,6.7,pg-13,1,2.5,mozart and the whale (2005),comedy|drama|romance,"",2006,02
41828,tt0060474,8290,"","","","","","",1,4.5,don't look now: we're being shot at (la grande vadrouille) (1966),comedy|war,"","",""
41863,tt0419294,8053,movie,41571,10,1,7.3,r,5,4.0,three burials of melquiades estrada  the (2006),adventure|crime|drama,"",2006,02
41997,tt0408306,612,movie,235263,10,1,7.5,r,21,3.81,munich (2005),action|crime|drama|thriller,1,2006,01
42002,tt0395251,9899,movie,44209,10,1,6.3,pg-13,9,3.39,producers  the (2005),comedy|musical,1,2005,12
42004,tt0407265,546,movie,42138,10,1,7.4,r,6,3.5,transamerica (2005),adventure|comedy|drama,"",2006,03
42007,tt0398375,2800,movie,60877,10,1,5.5,pg-13,3,2.83,rumor has it... (2005),comedy|drama|romance,"",2005,12
42009,tt0452598,9641,movie,61842,10,1,5.5,pg,4,1.88,cheaper by the dozen 2 (2005),adventure|comedy,"",2005,12
42011,tt0369441,7552,movie,151699,10,1,6.2,pg-13,11,2.18,fun with dick and jane (2005),comedy|crime,"",2005,12
42013,tt0267891,9927,movie,38379,10,1,5.8,pg-13,4,2.75,ringer  the (2005),comedy,"",2005,12
42015,tt0402894,9681,movie,55859,10,1,6.5,r,3,3.0,casanova (2005),action|adventure|comedy|drama|romance,"",2006,01
42018,tt0413015,10773,movie,16245,10,1,7.0,r,2,2.0,mrs. henderson presents (2005),comedy|drama,"",2006,02
42176,tt0066498,88953,movie,3192,10,1,7.7,"",1,4.0,ear  the (ucho) (1970),drama|thriller,"",1990,10
42191,tt0091455,13925,movie,15259,10,1,7.3,g,2,3.75,luxo jr. (1986),animation|children,"",1987,07
42285,tt0116075,9568,movie,10241,10,1,5.4,r,1,3.0,dentist  the (1996),horror|thriller,"",1996,10
42418,tt0402399,11400,movie,88829,10,1,6.7,pg-13,5,3.2,new world  the (2005),adventure|drama|romance,"",2006,01
42422,tt0370754,37910,movie,9453,10,1,7.1,tv-pg,1,4.5,voices of a distant star (hoshi no koe) (2003),animation|drama|romance|sci-fi,1,2003,02
42556,tt0057812,14241,movie,5276,10,1,7.1,passed,1,5.0,7 faces of dr. lao (1964),fantasy|mystery|western,"",1964,08
42559,tt0059673,79406,movie,2459,10,1,7.4,"",1,3.0,samurai assassin (samurai) (1965),action|adventure|drama,"",1965,03
42602,tt0444608,38785,"","","","","","",1,3.5,boys of baraka  the (2005),documentary,"","",""
42632,tt0451094,4550,movie,84425,10,1,7.5,r,5,4.0,lady vengeance (sympathy for lady vengeance) (chinjeolhan geumjassi) (2005),crime|drama|mystery|thriller,1,2005,07
42638,tt0338075,16433,movie,3695,10,1,6.0,pg-13,1,2.5,grand theft parsons (2003),comedy|drama,"",2004,06
42718,tt0414852,10045,"","","","","","",5,3.8,district 13 (banlieue 13) (2004),action|crime|sci-fi,"","",""
42723,tt0450278,1690,movie,188043,10,1,5.9,r,11,2.86,hostel (2005),horror,"",2006,01
42725,tt0456554,9900,movie,86970,10,1,6.9,r,7,2.57,grandma's boy (2006),comedy,"",2006,01
42728,tt0375154,9044,movie,53872,10,1,6.8,pg-13,5,3.6,tristan & isolde (2006),drama|romance,"",2006,01
42730,tt0385726,9918,"","","","","","",2,3.75,glory road (2006),drama,"","",""
42732,tt0408985,17379,movie,35002,10,1,6.5,pg-13,3,3.5,last holiday (2006),comedy,"",2006,01
42734,tt0443536,10982,movie,65063,10,1,6.5,pg,4,3.25,hoodwinked! (2005),animation|children|comedy,"",2006,01
42738,tt0401855,834,movie,207018,10,1,6.7,r,16,3.09,underworld: evolution (2006),action|fantasy|horror,"",2006,01
42740,tt0433116,25890,movie,3356,10,1,5.5,pg-13,1,3.5,looking for comedy in the muslim world (2005),comedy,1,2006,01
42761,tt0140883,39345,movie,7833,10,1,5.3,pg,1,4.5,casper meets wendy (1998),adventure|children|comedy|fantasy,"",1998,09
42943,tt0089913,12701,movie,7425,10,1,5.3,pg,1,2.5,revolution (1985),adventure|drama|war,"",1985,12
42946,tt0085127,21519,movie,18074,10,1,7.3,pg-13,2,4.0,project a ('a' gai waak) (1983),action|comedy,"",1983,12
43289,tt0142181,28638,movie,4884,10,1,7.4,tv-pg,1,4.0,bird people in china  the (chûgoku no chôjin) (1998),adventure|comedy|drama|fantasy,"",1998,06
43333,tt0240200,7509,movie,15248,10,1,7.7,pg-13,1,3.5,water (2005),drama|romance,"",2006,05
43376,tt0426578,2117,movie,28388,10,1,7.6,not rated,4,4.63,sophie scholl: the final days (sophie scholl - die letzten tage) (2005),drama|war,"",2005,02
43396,tt0412080,9912,movie,57373,10,1,7.8,pg-13,7,3.79,world's fastest indian  the (2005),drama,"",2006,03
43419,tt0416496,1969,movie,36877,10,1,5.7,pg-13,1,1.0,bandidas (2006),action|comedy|crime|western,"",2006,01
43460,tt0423409,8435,movie,13099,10,1,6.7,r,3,3.33,tristram shandy: a cock and bull story (2005),comedy|drama,"",2006,01
43549,tt0383393,45759,"","","","","","",1,3.5,helter skelter (2004),action|crime|drama|horror,"","",""
43556,tt0417433,13275,movie,21738,10,1,5.8,pg-13,2,2.75,annapolis (2006),drama,"",2006,01
43558,tt0421729,11565,movie,45742,10,1,4.8,pg-13,1,2.0,big momma's house 2 (2006),action|comedy|crime,"",2006,01
43560,tt0396752,11283,movie,83261,10,1,6.6,pg,6,3.17,nanny mcphee (2005),children|comedy|fantasy,"",2006,01
43677,tt0114745,31894,movie,6865,10,1,7.1,pg-13,1,2.0,tuskegee airmen  the (1995),drama|war,"",1995,08
43679,tt0414982,9286,movie,151024,10,1,5.8,r,9,2.83,final destination 3 (2006),horror|mystery|thriller,"",2006,02
43684,tt0437777,15363,movie,14312,10,1,6.6,pg-13,1,4.5,something new (2006),comedy|drama|romance,"",2006,02
43708,tt0425598,292,movie,9542,10,1,7.2,r,3,3.17,block party (a.k.a. dave chappelle's block party) (2005),comedy|documentary,"",2006,03
43744,tt0421994,1544,movie,35184,10,1,6.7,r,1,3.5,imagine me & you (2005),comedy|drama|romance,"",2006,05
43836,tt0383216,12096,movie,91017,10,1,5.7,pg,7,2.86,pink panther  the (2006),adventure|comedy|crime,"",2006,02
43869,tt0381971,9975,movie,17715,10,1,6.5,g,2,3.5,curious george (2006),adventure|animation|children|comedy,"",2006,02
43871,tt0408345,9754,movie,59184,10,1,5.8,pg-13,8,2.75,firewall (2006),crime|drama|thriller,"",2006,02
43904,tt0455857,10053,movie,47943,10,1,5.1,pg-13,5,1.3,when a stranger calls (2006),horror|thriller,"",2006,02
43908,tt0449061,7515,movie,24438,10,1,6.4,r,1,3.0,london (2005),drama,"",2021,07
43912,tt0349467,9959,movie,17020,10,1,5.2,r,1,2.0,freedomland (2006),crime|drama,"",2006,02
43914,tt0380817,14256,movie,8794,10,1,6.2,r,1,4.0,winter passing (2005),drama,"",2006,06
43917,tt0397313,9036,movie,67292,10,1,7.3,pg,4,3.0,eight below (2006),action|adventure|drama|romance,"",2006,02
43919,tt0466342,10073,movie,61584,10,1,2.8,pg-13,3,0.83,date movie (2006),comedy|romance,"",2006,02
43921,tt0404390,7304,movie,102685,10,1,7.3,r,5,3.3,running scared (2006),action|crime|thriller,"",2006,02
43928,tt0370032,9920,movie,83511,10,1,4.3,pg-13,13,1.92,ultraviolet (2006),action|fantasy|sci-fi|thriller,"",2006,03
43930,tt0397078,10025,movie,60308,10,1,5.4,pg-13,1,3.0,just my luck (2006),comedy|romance,"",2006,05
43932,tt0454919,9682,"","","","","","",2,1.75,pulse (2006),action|drama|fantasy|horror|mystery|sci-fi|thriller,"","",""
43936,tt0450232,2207,movie,133725,10,1,6.6,pg-13,9,3.0,16 blocks (2006),crime|thriller,"",2006,03
44004,tt0427229,6877,movie,84445,10,1,5.6,pg-13,6,3.25,failure to launch (2006),comedy|romance,"",2006,03
44020,tt0491703,14609,movie,12905,10,1,6.6,pg-13,2,2.75,ultimate avengers (2006),action|animation|children|sci-fi,"",2006,02
44022,tt0438097,950,movie,291424,10,1,6.8,pg,23,3.22,ice age 2: the meltdown (2006),adventure|animation|children|comedy,"",2006,03
44189,tt0384814,1967,movie,10005,10,1,5.7,r,1,4.0,ask the dust (2006),drama|romance,"",2006,03
44191,tt0434409,752,movie,1160630,10,1,8.2,r,100,3.89,v for vendetta (2006),action|sci-fi|thriller|imax,"",2006,03
44193,tt0454945,9655,movie,170956,10,1,6.4,pg-13,6,3.75,she's the man (2006),comedy|romance,"",2006,03
44195,tt0427944,9388,movie,227052,10,1,7.5,r,36,4.03,thank you for smoking (2006),comedy|drama,"",2006,04
44197,tt0419749,9950,movie,35716,10,1,7.0,r,1,3.0,find me guilty (2006),comedy|crime|drama,"",2006,03
44199,tt0454848,388,"","","","","","",40,3.8,inside man (2006),crime|drama|thriller,"","",""
44204,tt0468565,868,movie,29119,10,1,7.2,r,4,3.25,tsotsi (2005),crime|drama,"",2006,03
44225,tt0429591,14191,movie,44350,10,1,5.4,pg,2,2.0,aquamarine (2006),children|comedy|fantasy,"",2006,03
44238,tt0110329,18009,"","","","","","",1,2.5,leprechaun 2 (1994),comedy|fantasy|horror,"","",""
44241,tt0113636,19286,movie,9063,10,1,5.0,r,1,2.0,leprechaun 3 (1995),comedy|fantasy|horror,"",1995,06
44243,tt0116861,19287,"","","","","","",1,0.5,leprechaun 4: in space (1997),comedy|fantasy|horror|sci-fi,"","",""
44301,tt0458242,1379,movie,7301,10,1,6.8,not rated,1,3.5,lights in the dusk (laitakaupungin valot) (2006),crime|drama,"",2006,02
44397,tt0454841,9792,movie,180492,10,1,6.4,r,6,3.08,hills have eyes  the (2006),drama|horror|thriller,"",2006,03
44399,tt0393735,10067,movie,19899,10,1,4.4,pg,2,1.25,shaggy dog  the (2006),adventure|children|comedy|fantasy,"",2006,03
44511,tt0436864,35555,movie,1062,10,1,6.5,pg-13,1,3.5,unknown white male (2005),documentary,"","",""
44555,tt0405094,582,movie,403431,10,1,8.4,r,34,4.12,lives of others  the (das leben der anderen) (2006),drama|romance|thriller,"",2007,03
44597,tt0057697,37939,movie,3823,10,1,7.3,not rated,1,4.0,youth of the beast (yaju no seishun) (1963),action|crime|mystery,"",1963,04
44613,tt0446046,12763,movie,26458,10,1,6.6,pg-13,2,3.75,take the lead (2006),drama,"",2006,04
44633,tt0436231,13222,movie,10409,10,1,7.9,pg-13,1,4.5,devil and daniel johnston  the (2005),documentary,"",2006,05
44657,tt0061996,1561,movie,12677,10,1,7.7,not rated,1,3.0,mouchette (1967),drama,"",1970,03
44665,tt0425210,186,movie,322227,10,1,7.7,r,38,3.86,lucky number slevin (2006),crime|drama|mystery,1,2006,04
44694,tt0441909,219,movie,106134,10,1,7.6,r,8,3.81,volver (2006),comedy|drama,"",2007,01
44709,tt0437800,13751,"","","","","","",5,3.8,akeelah and the bee (2006),drama,"","",""
44719,tt0263124,53961,movie,6177,10,1,7.7,"",1,2.5,brainstorm (2001),drama,"",2001,06
44731,tt0441796,10069,movie,33608,10,1,5.0,pg-13,3,1.33,stay alive (2006),horror|sci-fi|thriller,"",2006,03
44759,tt0430912,3093,movie,41103,10,1,4.4,r,3,2.17,basic instinct 2 (2006),crime|drama|mystery|thriller,"",2006,03
44761,tt0393109,9270,"","","","","","",12,3.88,brick (2005),crime|drama|film-noir|mystery,"","",""
44773,tt0225481,28349,"","","","","","",1,3.0,dead hate the living!  the (2000),comedy|horror,"","",""
44777,tt0383353,10177,movie,6044,10,1,5.2,r,1,4.5,evil aliens (2005),comedy|horror|sci-fi,"",2006,03
44788,tt0493459,16070,movie,28505,10,1,7.4,nc-17,6,3.5,this film is not yet rated (2006),documentary,"",2006,09
44828,tt0439815,9035,movie,87521,10,1,6.5,r,5,3.0,slither (2006),comedy|horror|sci-fi,"",2006,03
44840,tt0437863,9957,movie,54097,10,1,5.5,pg-13,11,2.77,benchwarmers  the (2006),comedy,"",2006,04
44849,tt0386741,9389,movie,16348,10,1,6.6,r,1,2.5,renaissance (2006),action|animation|film-noir|sci-fi|thriller,"",2006,03
44851,tt0416331,460,movie,2866,10,1,6.7,unrated,1,5.0,go for zucker! (alles auf zucker!) (2004),comedy,"",2005,01
44864,tt0436331,8998,movie,31809,10,1,5.8,r,4,3.25,friends with money (2006),comedy|drama|romance,"",2006,04
44889,tt0404364,20521,movie,6724,10,1,7.1,r,2,4.75,reefer madness: the movie musical (2005),comedy|drama|musical,1,2005,04
44929,tt0424880,4441,"","","","","","",2,4.25,candy (2006),drama|romance,"","",""
44931,tt0016914,84954,movie,793,10,1,6.8,not rated,1,4.5,secrets of a soul (geheimnisse einer seele) (1926),drama,"",2008,02
